user_id,session_id,session_start,session_size,click_article_id,click_timestamp,click_environment,click_deviceGroup,click_os,click_country,click_region,click_referrer_type
16,1506825660149753,1506825660000,7,237620,1506827187721,4,1,17,1,19,1
16,1506825660149753,1506825660000,7,162286,1506858007709,4,1,17,1,19,1
16,1506825660149753,1506825660000,7,157132,1506860972379,4,1,17,1,19,1
16,1506825660149753,1506825660000,7,207122,1506861047752,4,1,17,1,19,1
16,1506825660149753,1506825660000,7,206233,1506861117687,4,1,17,1,19,1
16,1506825660149753,1506825660000,7,256163,1506861183535,4,1,17,1,19,1
16,1506825660149753,1506825660000,7,338351,1506861213535,4,1,17,1,19,1
18,1506825700426755,1506825700000,6,286421,1506827170289,4,1,17,1,24,1
18,1506825700426755,1506825700000,6,286420,1506827538003,4,1,17,1,24,1
18,1506825700426755,1506825700000,6,286414,1506827555965,4,1,17,1,24,1
18,1506825700426755,1506825700000,6,286417,1506827556448,4,1,17,1,24,1
18,1506825700426755,1506825700000,6,286410,1506827592116,4,1,17,1,24,1
18,1506825700426755,1506825700000,6,168868,1506827622116,4,1,17,1,24,1
44,1506826139185781,1506826139000,5,108854,1506857136405,4,1,17,1,12,1
44,1506826139185781,1506826139000,5,72624,1506857162500,4,1,17,1,12,1
44,1506826139185781,1506826139000,5,114161,1506857168330,4,1,17,1,12,1
44,1506826139185781,1506826139000,5,157541,1506857278141,4,1,17,1,12,1
44,1506826139185781,1506826139000,5,119592,1506857308141,4,1,17,1,12,1
64,1506826382352801,1506826382000,16,119592,1506826989603,4,1,17,1,25,1
64,1506826382352801,1506826382000,16,236294,1506827034225,4,1,17,1,25,1
64,1506826382352801,1506826382000,16,235840,1506827106551,4,1,17,1,25,1
64,1506826382352801,1506826382000,16,235325,1506827361945,4,1,17,1,25,1
64,1506826382352801,1506826382000,16,293182,1506830113238,4,1,17,1,25,1
64,1506826382352801,1506826382000,16,292980,1506830231928,4,1,17,1,25,1
64,1506826382352801,1506826382000,16,293264,1506830318192,4,1,17,1,25,1
64,1506826382352801,1506826382000,16,168868,1506830772373,4,1,17,1,25,1
64,1506826382352801,1506826382000,16,293285,1506844012761,4,1,17,1,25,1
64,1506826382352801,1506826382000,16,157132,1506844136203,4,1,17,1,25,1
64,1506826382352801,1506826382000,16,4243,1506844296864,4,1,17,1,25,1
64,1506826382352801,1506826382000,16,68866,1506844395842,4,1,17,1,25,1
64,1506826382352801,1506826382000,16,331813,1506844531760,4,1,17,1,25,1
64,1506826382352801,1506826382000,16,158964,1506845853180,4,1,17,1,25,1
64,1506826382352801,1506826382000,16,30970,1506846372669,4,1,17,1,25,1
64,1506826382352801,1506826382000,16,234853,1506846402669,4,1,17,1,25,1
68,1506826396181805,1506826396000,5,272660,1506900386082,4,1,17,1,20,2
68,1506826396181805,1506826396000,5,313504,1506900631121,4,1,17,1,20,2
68,1506826396181805,1506826396000,5,59758,1506900753364,4,1,17,1,20,2
68,1506826396181805,1506826396000,5,175040,1506998124157,4,1,17,1,20,2
68,1506826396181805,1506826396000,5,199198,1506998154157,4,1,17,1,20,2
94,1506826542322831,1506826542000,7,277681,1506827413421,4,3,2,1,21,1
94,1506826542322831,1506826542000,7,59782,1506827514897,4,3,2,1,21,1
94,1506826542322831,1506826542000,7,168868,1506827545474,4,3,2,1,21,1
94,1506826542322831,1506826542000,7,207122,1506828112833,4,3,2,1,21,1
94,1506826542322831,1506826542000,7,68866,1506828908637,4,3,2,1,21,1
94,1506826542322831,1506826542000,7,236294,1506829132743,4,3,2,1,21,1
94,1506826542322831,1506826542000,7,119592,1506829162743,4,3,2,1,21,1
102,1506826599396839,1506826599000,8,96663,1506826875349,4,3,2,1,8,7
102,1506826599396839,1506826599000,8,284845,1506826983443,4,3,2,1,8,1
102,1506826599396839,1506826599000,8,119592,1506827215907,4,3,2,1,8,1
102,1506826599396839,1506826599000,8,284847,1506827424098,4,3,2,1,8,1
102,1506826599396839,1506826599000,8,285412,1506827471143,4,3,2,1,8,7
102,1506826599396839,1506826599000,8,363291,1506827559872,4,3,2,1,8,1
102,1506826599396839,1506826599000,8,361700,1506827701852,4,3,2,1,8,7
102,1506826599396839,1506826599000,8,207122,1506827731852,4,3,2,1,8,7
126,1506826665427863,1506826665000,5,255575,1506827762383,4,3,2,1,6,1
126,1506826665427863,1506826665000,5,254816,1506827832247,4,3,2,1,6,1
126,1506826665427863,1506826665000,5,255930,1506827940429,4,3,2,1,6,1
126,1506826665427863,1506826665000,5,255703,1506828044911,4,3,2,1,6,1
126,1506826665427863,1506826665000,5,255368,1506828074911,4,3,2,1,6,1
157,1506826804396894,1506826804000,8,270847,1506827095443,4,3,2,1,20,1
157,1506826804396894,1506826804000,8,285412,1506827238979,4,3,2,1,20,1
157,1506826804396894,1506826804000,8,236682,1506827434847,4,3,2,1,20,1
157,1506826804396894,1506826804000,8,272947,1506827626131,4,3,2,1,20,1
157,1506826804396894,1506826804000,8,271672,1506827736219,4,3,2,1,20,1
157,1506826804396894,1506826804000,8,234427,1506827810725,4,3,2,1,20,1
157,1506826804396894,1506826804000,8,239687,1506827860484,4,3,2,1,20,1
157,1506826804396894,1506826804000,8,251735,1506827890484,4,3,2,1,20,1
169,1506826866461906,1506826866000,5,235840,1506828236991,4,3,2,1,17,2
169,1506826866461906,1506826866000,5,270564,1506828327763,4,3,2,1,17,1
169,1506826866461906,1506826866000,5,270225,1506828383220,4,3,2,1,17,1
169,1506826866461906,1506826866000,5,272947,1506828470745,4,3,2,1,17,1
169,1506826866461906,1506826866000,5,96663,1506828500745,4,3,2,1,17,1
183,1506826927304920,1506826927000,10,159359,1506826949562,4,1,17,1,13,1
183,1506826927304920,1506826927000,10,96663,1506826965600,4,1,17,1,13,1
183,1506826927304920,1506826927000,10,207122,1506827044856,4,1,17,1,13,1
183,1506826927304920,1506826927000,10,141517,1506827058224,4,1,17,1,13,1
183,1506826927304920,1506826927000,10,284847,1506827065169,4,1,17,1,13,1
183,1506826927304920,1506826927000,10,162286,1506827284764,4,1,17,1,13,1
183,1506826927304920,1506826927000,10,119592,1506827302989,4,1,17,1,13,1
183,1506826927304920,1506826927000,10,263974,1506827328981,4,1,17,1,13,1
183,1506826927304920,1506826927000,10,157861,1506827346653,4,1,17,1,13,1
183,1506826927304920,1506826927000,10,114428,1506827376653,4,1,17,1,13,1
186,1506826934117923,1506826934000,5,119592,1506827279842,4,1,17,1,13,2
186,1506826934117923,1506826934000,5,168701,1506827386454,4,1,17,1,13,1
186,1506826934117923,1506826934000,5,96663,1506827669239,4,1,17,1,13,1
186,1506826934117923,1506826934000,5,64305,1506828013824,4,1,17,1,13,1
186,1506826934117923,1506826934000,5,167245,1506828043824,4,1,17,1,13,1
190,1506826950332927,1506826950000,5,293264,1506827076482,2,4,2,1,5,1
190,1506826950332927,1506826950000,5,106819,1506827222665,2,4,2,1,5,1
190,1506826950332927,1506826950000,5,205897,1506827408963,2,4,2,1,5,1
190,1506826950332927,1506826950000,5,96663,1506828080282,2,4,2,1,5,1
190,1506826950332927,1506826950000,5,119592,1506828110282,2,4,2,1,5,1
203,1506826998530940,1506826998000,6,96663,1506827020718,4,3,2,1,25,2
203,1506826998530940,1506826998000,6,284847,1506827122066,4,3,2,1,25,1
203,1506826998530940,1506826998000,6,274388,1506827182247,4,3,2,1,25,1
203,1506826998530940,1506826998000,6,288431,1506827613680,4,3,2,1,25,2
203,1506826998530940,1506826998000,6,161498,1506827865186,4,3,2,1,25,1
203,1506826998530940,1506826998000,6,168701,1506827895186,4,3,2,1,25,1
212,1506827034260949,1506827034000,6,108854,1506827756703,4,3,20,1,21,1
212,1506827034260949,1506827034000,6,119592,1506827882891,4,3,20,1,21,1
212,1506827034260949,1506827034000,6,205897,1506827958664,4,3,20,1,21,1
212,1506827034260949,1506827034000,6,236294,1506828161604,4,3,20,1,21,1
212,1506827034260949,1506827034000,6,168868,1506828313009,4,3,20,1,21,1
212,1506827034260949,1506827034000,6,167245,1506828343009,4,3,20,1,21,1
217,1506827047118954,1506827047000,5,288431,1506827327515,4,3,2,1,21,2
217,1506827047118954,1506827047000,5,106819,1506827439155,4,3,2,1,21,1
217,1506827047118954,1506827047000,5,284847,1506827873862,4,3,2,1,21,2
217,1506827047118954,1506827047000,5,96663,1506827906323,4,3,2,1,21,2
217,1506827047118954,1506827047000,5,235840,1506827936323,4,3,2,1,21,2
244,1506827180288981,1506827180000,7,108854,1506827191235,4,1,17,1,7,1
244,1506827180288981,1506827180000,7,235840,1506827463672,4,1,17,1,7,1
244,1506827180288981,1506827180000,7,237620,1506827622870,4,1,17,1,7,1
244,1506827180288981,1506827180000,7,234995,1506827853067,4,1,17,1,7,1
244,1506827180288981,1506827180000,7,233671,1506828020289,4,1,17,1,7,1
244,1506827180288981,1506827180000,7,205897,1506828075229,4,1,17,1,7,1
244,1506827180288981,1506827180000,7,234798,1506828105229,4,1,17,1,7,1
255,1506827223286992,1506827223000,9,157541,1506827658212,4,4,20,1,25,2
255,1506827223286992,1506827223000,9,284847,1506827839854,4,4,20,1,25,1
255,1506827223286992,1506827223000,9,288431,1506827961820,4,4,20,1,25,1
255,1506827223286992,1506827223000,9,342239,1506828162625,4,4,20,1,25,1
255,1506827223286992,1506827223000,9,288984,1506828231206,4,4,20,1,25,1
255,1506827223286992,1506827223000,9,199653,1506828326643,4,4,20,1,25,1
255,1506827223286992,1506827223000,9,308807,1506828461832,4,4,20,1,25,1
255,1506827223286992,1506827223000,9,332114,1506828704155,4,4,20,1,25,1
255,1506827223286992,1506827223000,9,331293,1506828734155,4,4,20,1,25,1
259,1506827243161996,1506827243000,5,145166,1506829059810,4,3,2,1,25,2
259,1506827243161996,1506827243000,5,286421,1506829469513,4,3,2,1,25,1
259,1506827243161996,1506827243000,5,284847,1506830108752,4,3,2,1,25,1
259,1506827243161996,1506827243000,5,129960,1506830359354,4,3,2,1,25,1
259,1506827243161996,1506827243000,5,129086,1506830389354,4,3,2,1,25,1
283,1506827346241020,1506827346000,9,108854,1506827355411,4,1,17,1,14,1
283,1506827346241020,1506827346000,9,119592,1506827457221,4,1,17,1,14,1
283,1506827346241020,1506827346000,9,207122,1506827614191,4,1,17,1,14,1
283,1506827346241020,1506827346000,9,284847,1506828200237,4,1,17,1,14,1
283,1506827346241020,1506827346000,9,288431,1506828396139,4,1,17,1,14,1
283,1506827346241020,1506827346000,9,308807,1506828823884,4,1,17,1,14,1
283,1506827346241020,1506827346000,9,199653,1506829140591,4,1,17,1,14,1
283,1506827346241020,1506827346000,9,288984,1506829408845,4,1,17,1,14,1
283,1506827346241020,1506827346000,9,106819,1506829438845,4,1,17,1,14,1
286,1506827356319023,1506827356000,8,145166,1506828949605,4,4,20,8,28,2
286,1506827356319023,1506827356000,8,96663,1506829272919,4,4,20,8,28,1
286,1506827356319023,1506827356000,8,284847,1506830449134,4,4,20,8,28,2
286,1506827356319023,1506827356000,8,68866,1506830775339,4,4,20,8,28,2
286,1506827356319023,1506827356000,8,119592,1506834239687,4,4,20,8,28,2
286,1506827356319023,1506827356000,8,31862,1506834495418,4,4,20,8,28,1
286,1506827356319023,1506827356000,8,159359,1506834738523,4,4,20,8,28,1
286,1506827356319023,1506827356000,8,30970,1506834768523,4,4,20,8,28,1
317,1506827483148054,1506827483000,5,48973,1506827504270,4,1,17,1,6,1
317,1506827483148054,1506827483000,5,84467,1506827691008,4,1,17,1,6,1
317,1506827483148054,1506827483000,5,48915,1506828072498,4,1,17,1,6,1
317,1506827483148054,1506827483000,5,284847,1506828178123,4,1,17,1,6,2
317,1506827483148054,1506827483000,5,288431,1506828208123,4,1,17,1,6,2
342,1506827556267079,1506827556000,5,224314,1506827782144,4,3,2,1,16,6
342,1506827556267079,1506827556000,5,363291,1506828157301,4,3,2,1,16,1
342,1506827556267079,1506827556000,5,361714,1506828537337,4,3,2,1,16,1
342,1506827556267079,1506827556000,5,361969,1506828791993,4,3,2,1,16,1
342,1506827556267079,1506827556000,5,361700,1506828821993,4,3,2,1,16,1
357,1506827623338094,1506827623000,7,7947,1506827852158,4,1,17,7,28,1
357,1506827623338094,1506827623000,7,157541,1506828290543,4,1,17,7,28,1
357,1506827623338094,1506827623000,7,158189,1506828798434,4,1,17,7,28,1
357,1506827623338094,1506827623000,7,119592,1506829947227,4,1,17,7,28,1
357,1506827623338094,1506827623000,7,235840,1506830018374,4,1,17,7,28,1
357,1506827623338094,1506827623000,7,205897,1506830312492,4,1,17,7,28,1
357,1506827623338094,1506827623000,7,108854,1506830342492,4,1,17,7,28,1
359,1506827624145096,1506827624000,5,66457,1506827839722,4,1,17,1,21,1
359,1506827624145096,1506827624000,5,158571,1506827863048,4,1,17,1,21,1
359,1506827624145096,1506827624000,5,205897,1506827993837,4,1,17,1,21,1
359,1506827624145096,1506827624000,5,202686,1506828002267,4,1,17,1,21,1
359,1506827624145096,1506827624000,5,206744,1506828032267,4,1,17,1,21,1
376,1506827685523113,1506827685000,6,284847,1506827835215,4,1,17,1,25,2
376,1506827685523113,1506827685000,6,235840,1506828763655,4,1,17,1,25,2
376,1506827685523113,1506827685000,6,145166,1506829323714,4,1,17,1,25,2
376,1506827685523113,1506827685000,6,288431,1506830376507,4,1,17,1,25,2
376,1506827685523113,1506827685000,6,168868,1506831636921,4,1,17,1,25,1
376,1506827685523113,1506827685000,6,30970,1506831666921,4,1,17,1,25,1
398,1506827768223135,1506827768000,5,168868,1506827790368,2,3,20,1,25,1
398,1506827768223135,1506827768000,5,159359,1506827887907,2,3,20,1,25,1
398,1506827768223135,1506827768000,5,119592,1506828072110,2,3,20,1,25,1
398,1506827768223135,1506827768000,5,233769,1506828242903,2,3,20,1,25,1
398,1506827768223135,1506827768000,5,236682,1506828272903,2,3,20,1,25,1
404,1506827784184141,1506827784000,6,96663,1506827971018,4,1,17,1,25,1
404,1506827784184141,1506827784000,6,119592,1506827978812,4,1,17,1,25,1
404,1506827784184141,1506827784000,6,205897,1506827980533,4,1,17,1,25,1
404,1506827784184141,1506827784000,6,157541,1506827989784,4,1,17,1,25,1
404,1506827784184141,1506827784000,6,68866,1506828008614,4,1,17,1,25,1
404,1506827784184141,1506827784000,6,106799,1506828038614,4,1,17,1,25,1
432,1506827870316169,1506827870000,5,236682,1506828727255,4,3,20,1,11,1
432,1506827870316169,1506827870000,5,168701,1506828821994,4,3,20,1,11,1
432,1506827870316169,1506827870000,5,162286,1506828919032,4,3,20,1,11,1
432,1506827870316169,1506827870000,5,106911,1506829208312,4,3,20,1,11,1
432,1506827870316169,1506827870000,5,168868,1506829238312,4,3,20,1,11,1
447,1506827942341184,1506827942000,5,96663,1506829480148,4,1,17,1,21,1
447,1506827942341184,1506827942000,5,119592,1506829651376,4,1,17,1,21,1
447,1506827942341184,1506827942000,5,168701,1506829742926,4,1,17,1,21,1
447,1506827942341184,1506827942000,5,316459,1506829846795,4,1,17,1,21,1
447,1506827942341184,1506827942000,5,270225,1506829876795,4,1,17,1,21,1
458,1506827968204195,1506827968000,5,235840,1506828028149,4,3,20,1,21,2
458,1506827968204195,1506827968000,5,96663,1506828170944,4,3,20,1,21,2
458,1506827968204195,1506827968000,5,119592,1506828429821,4,3,20,1,21,2
458,1506827968204195,1506827968000,5,234427,1506828554485,4,3,20,1,21,1
458,1506827968204195,1506827968000,5,236682,1506828584485,4,3,20,1,21,1
471,1506828017259208,1506828017000,5,96663,1506828122853,4,3,2,1,21,1
471,1506828017259208,1506828017000,5,235840,1506828397310,4,3,2,1,21,2
471,1506828017259208,1506828017000,5,234427,1506828565728,4,3,2,1,21,1
471,1506828017259208,1506828017000,5,234995,1506828625836,4,3,2,1,21,1
471,1506828017259208,1506828017000,5,233453,1506828655836,4,3,2,1,21,1
514,1506828179371251,1506828179000,5,16833,1506831338229,4,1,17,1,25,1
514,1506828179371251,1506828179000,5,15552,1506831499628,4,1,17,1,25,1
514,1506828179371251,1506828179000,5,10955,1506831552415,4,1,17,1,25,1
514,1506828179371251,1506828179000,5,15624,1506831645506,4,1,17,1,25,1
514,1506828179371251,1506828179000,5,16731,1506831675506,4,1,17,1,25,1
517,1506828191313254,1506828191000,5,119592,1506828235479,4,3,2,1,4,2
517,1506828191313254,1506828191000,5,96663,1506828391670,4,3,2,1,4,2
517,1506828191313254,1506828191000,5,15079,1506829088894,4,3,2,1,4,1
517,1506828191313254,1506828191000,5,13540,1506829170725,4,3,2,1,4,1
517,1506828191313254,1506828191000,5,14197,1506829200725,4,3,2,1,4,1
519,1506828192313256,1506828192000,7,119592,1506828255299,4,1,17,1,25,1
519,1506828192313256,1506828192000,7,264013,1506828583562,4,1,17,1,25,1
519,1506828192313256,1506828192000,7,236682,1506828636885,4,1,17,1,25,1
519,1506828192313256,1506828192000,7,168701,1506828712179,4,1,17,1,25,1
519,1506828192313256,1506828192000,7,233769,1506828839257,4,1,17,1,25,1
519,1506828192313256,1506828192000,7,284847,1506828882927,4,1,17,1,25,1
519,1506828192313256,1506828192000,7,106819,1506828912927,4,1,17,1,25,1
535,1506828280134272,1506828280000,6,157077,1506829674369,4,3,20,1,25,1
535,1506828280134272,1506828280000,6,166552,1506829952873,4,3,20,1,25,1
535,1506828280134272,1506828280000,6,166553,1506830049003,4,3,20,1,25,1
535,1506828280134272,1506828280000,6,168868,1506830603671,4,3,20,1,25,1
535,1506828280134272,1506828280000,6,97600,1506830663861,4,3,20,1,25,1
535,1506828280134272,1506828280000,6,160964,1506830693861,4,3,20,1,25,1
549,1506828331179286,1506828331000,6,123678,1506828442831,4,1,17,1,13,1
549,1506828331179286,1506828331000,6,114428,1506828600567,4,1,17,1,13,1
549,1506828331179286,1506828331000,6,263974,1506828673693,4,1,17,1,13,1
549,1506828331179286,1506828331000,6,64305,1506828784224,4,1,17,1,13,1
549,1506828331179286,1506828331000,6,286421,1506828923266,4,1,17,1,13,1
549,1506828331179286,1506828331000,6,123750,1506828953266,4,1,17,1,13,1
556,1506828350316293,1506828350000,5,119592,1506832165061,4,1,17,1,21,2
556,1506828350316293,1506828350000,5,108854,1506832243311,4,1,17,1,21,2
556,1506828350316293,1506828350000,5,235840,1506832390038,4,1,17,1,21,2
556,1506828350316293,1506828350000,5,145166,1506833713523,4,1,17,1,21,2
556,1506828350316293,1506828350000,5,157541,1506833743523,4,1,17,1,21,2
565,1506828381159302,1506828381000,5,161492,1506828459432,4,3,2,1,24,1
565,1506828381159302,1506828381000,5,235840,1506828714474,4,3,2,1,24,1
565,1506828381159302,1506828381000,5,198322,1506828835355,4,3,2,1,24,1
565,1506828381159302,1506828381000,5,119592,1506829054817,4,3,2,1,24,1
565,1506828381159302,1506828381000,5,270850,1506829084817,4,3,2,1,24,1
573,1506828417428310,1506828417000,5,233671,1506828989634,4,1,17,1,5,1
573,1506828417428310,1506828417000,5,119592,1506829282028,4,1,17,1,5,1
573,1506828417428310,1506828417000,5,68866,1506829444553,4,1,17,1,5,1
573,1506828417428310,1506828417000,5,264013,1506830010499,4,1,17,1,5,1
573,1506828417428310,1506828417000,5,32608,1506830040499,4,1,17,1,5,1
581,1506828437925318,1506828437000,5,106799,1506829179252,4,1,17,1,6,5
581,1506828437925318,1506828437000,5,160964,1506829400370,4,1,17,1,6,1
581,1506828437925318,1506828437000,5,157077,1506829405107,4,1,17,1,6,1
581,1506828437925318,1506828437000,5,108854,1506829405974,4,1,17,1,6,1
581,1506828437925318,1506828437000,5,68866,1506829435974,4,1,17,1,6,1
599,1506828519385336,1506828519000,6,207122,1506828657965,4,3,20,1,5,1
599,1506828519385336,1506828519000,6,168868,1506828769780,4,3,20,1,5,1
599,1506828519385336,1506828519000,6,108854,1506828847967,4,3,20,1,5,1
599,1506828519385336,1506828519000,6,233769,1506829828898,4,3,20,1,5,1
599,1506828519385336,1506828519000,6,168701,1506830216798,4,3,20,1,5,1
599,1506828519385336,1506828519000,6,236682,1506830246798,4,3,20,1,5,1
607,1506828546333344,1506828546000,5,119592,1506829056304,4,3,2,1,25,2
607,1506828546333344,1506828546000,5,284847,1506829324498,4,3,2,1,25,2
607,1506828546333344,1506828546000,5,285412,1506830873190,4,3,2,1,25,1
607,1506828546333344,1506828546000,5,141517,1506831196162,4,3,2,1,25,1
607,1506828546333344,1506828546000,5,136590,1506831226162,4,3,2,1,25,1
615,1506828584104352,1506828584000,5,30970,1506828608978,4,3,2,1,24,1
615,1506828584104352,1506828584000,5,258386,1506828644192,4,3,2,1,24,1
615,1506828584104352,1506828584000,5,64305,1506828762954,4,3,2,1,24,1
615,1506828584104352,1506828584000,5,157861,1506828907072,4,3,2,1,24,1
615,1506828584104352,1506828584000,5,114349,1506828937072,4,3,2,1,24,1
640,1506828711418377,1506828711000,5,119592,1506829224181,4,3,2,1,25,2
640,1506828711418377,1506828711000,5,145166,1506829268889,4,3,2,1,25,1
640,1506828711418377,1506828711000,5,159359,1506829504247,4,3,2,1,25,1
640,1506828711418377,1506828711000,5,342239,1506829944750,4,3,2,1,25,1
640,1506828711418377,1506828711000,5,284845,1506829974750,4,3,2,1,25,1
647,1506828731376384,1506828731000,7,119592,1506828997136,4,4,20,1,12,2
647,1506828731376384,1506828731000,7,119291,1506829864245,4,4,20,1,12,1
647,1506828731376384,1506828731000,7,202436,1506829894453,4,4,20,1,12,1
647,1506828731376384,1506828731000,7,118934,1506830174314,4,4,20,1,12,1
647,1506828731376384,1506828731000,7,284847,1506830343195,4,4,20,1,12,1
647,1506828731376384,1506828731000,7,114164,1506830758444,4,4,20,1,12,1
647,1506828731376384,1506828731000,7,114161,1506830788444,4,4,20,1,12,1
668,1506828814147405,1506828814000,5,68866,1506829294838,4,1,17,1,25,2
668,1506828814147405,1506828814000,5,108854,1506829345728,4,1,17,1,25,1
668,1506828814147405,1506828814000,5,96663,1506829363613,4,1,17,1,25,1
668,1506828814147405,1506828814000,5,157541,1506830422246,4,1,17,1,25,1
668,1506828814147405,1506828814000,5,168701,1506830452246,4,1,17,1,25,1
681,1506828869280418,1506828869000,24,68866,1506828989344,4,4,20,1,20,1
681,1506828869280418,1506828869000,24,284847,1506830069593,4,4,20,1,20,1
681,1506828869280418,1506828869000,24,30970,1506830400710,4,4,20,1,20,1
681,1506828869280418,1506828869000,24,258386,1506830465955,4,4,20,1,20,1
681,1506828869280418,1506828869000,24,283177,1506830588964,4,4,20,1,20,1
681,1506828869280418,1506828869000,24,114349,1506831323876,4,4,20,1,20,1
681,1506828869280418,1506828869000,24,363291,1506831358026,4,4,20,1,20,1
681,1506828869280418,1506828869000,24,361700,1506832635996,4,4,20,1,20,1
681,1506828869280418,1506828869000,24,299837,1506832859429,4,4,20,1,20,1
681,1506828869280418,1506828869000,24,272947,1506832952317,4,4,20,1,20,1
681,1506828869280418,1506828869000,24,270850,1506833062763,4,4,20,1,20,1
681,1506828869280418,1506828869000,24,273355,1506833194014,4,4,20,1,20,1
681,1506828869280418,1506828869000,24,271672,1506833278601,4,4,20,1,20,1
681,1506828869280418,1506828869000,24,141945,1506833470197,4,4,20,1,20,1
681,1506828869280418,1506828869000,24,308807,1506833688050,4,4,20,1,20,1
681,1506828869280418,1506828869000,24,260988,1506834071242,4,4,20,1,20,1
681,1506828869280418,1506828869000,24,332114,1506834261125,4,4,20,1,20,1
681,1506828869280418,1506828869000,24,136590,1506834768363,4,4,20,1,20,1
681,1506828869280418,1506828869000,24,141517,1506834868869,4,4,20,1,20,1
681,1506828869280418,1506828869000,24,270225,1506834907995,4,4,20,1,20,1
681,1506828869280418,1506828869000,24,342239,1506835037922,4,4,20,1,20,1
681,1506828869280418,1506828869000,24,288431,1506835134217,4,4,20,1,20,1
681,1506828869280418,1506828869000,24,198420,1506835328660,4,4,20,1,20,1
681,1506828869280418,1506828869000,24,288984,1506835358660,4,4,20,1,20,1
697,1506828941163434,1506828941000,5,108854,1506829603019,4,3,2,1,25,2
697,1506828941163434,1506828941000,5,235840,1506829922283,4,3,2,1,25,2
697,1506828941163434,1506828941000,5,288431,1506830194566,4,3,2,1,25,1
697,1506828941163434,1506828941000,5,284847,1506830582293,4,3,2,1,25,1
697,1506828941163434,1506828941000,5,331293,1506830612293,4,3,2,1,25,1
704,1506828960113441,1506828960000,5,162245,1506830731898,4,1,17,8,28,1
704,1506828960113441,1506828960000,5,251735,1506830809579,4,1,17,8,28,1
704,1506828960113441,1506828960000,5,258386,1506830868850,4,1,17,8,28,1
704,1506828960113441,1506828960000,5,141517,1506830969954,4,1,17,8,28,1
704,1506828960113441,1506828960000,5,157541,1506830999954,4,1,17,8,28,1
